index,cell,cell_ontology_class,mouse.id
B11_B000477_B008543_S35.mm10-plus-6-0,B11_B000477,"CD4-positive, alpha-beta T cell",18_53_M
B11_B000806_B008540_S35.mm10-plus-6-0,B11_B000806,B cell,18_46_F
B12_B000477_B008543_S36.mm10-plus-6-0,B12_B000477,B cell,18_53_M
B12_B000806_B008540_S36.mm10-plus-6-0,B12_B000806,"CD8-positive, alpha-beta T cell",18_46_F
B13_B000477_B008543_S37.mm10-plus-6-0,B13_B000477,B cell,18_53_M
B13_B000806_B008540_S37.mm10-plus-6-0,B13_B000806,B cell,18_46_F
B14_B000806_B008540_S38.mm10-plus-6-0,B14_B000806,"CD4-positive, alpha-beta T cell",18_46_F
B15_B000477_B008543_S39.mm10-plus-6-0,B15_B000477,"CD8-positive, alpha-beta T cell",18_53_M
B15_B000806_B008540_S39.mm10-plus-6-0,B15_B000806,B cell,18_46_F
B16_B000477_B008543_S40.mm10-plus-6-0,B16_B000477,"CD8-positive, alpha-beta T cell",18_53_M
B16_B000806_B008540_S40.mm10-plus-6-0,B16_B000806,myeloid cell,18_46_F
B17_B000477_B008543_S41.mm10-plus-6-0,B17_B000477,endothelial cell,18_53_M
B17_B000806_B008540_S41.mm10-plus-6-0,B17_B000806,endothelial cell,18_46_F
B18_B000477_B008543_S42.mm10-plus-6-0,B18_B000477,endothelial cell,18_53_M
B18_B000806_B008540_S42.mm10-plus-6-0,B18_B000806,mesenchymal stem cell of adipose,18_46_F
B1_B000477_B008543_S25.mm10-plus-6-0,B1_B000477,mesenchymal stem cell of adipose,18_53_M
B1_B000806_B008540_S25.mm10-plus-6-0,B1_B000806,mesenchymal stem cell of adipose,18_46_F
B21_B000477_B008543_S45.mm10-plus-6-0,B21_B000477,endothelial cell,18_53_M
B2_B000477_B008543_S26.mm10-plus-6-0,B2_B000477,mesenchymal stem cell of adipose,18_53_M
B2_B000806_B008540_S26.mm10-plus-6-0,B2_B000806,mesenchymal stem cell of adipose,18_46_F
B3_B000477_B008543_S27.mm10-plus-6-0,B3_B000477,mesenchymal stem cell of adipose,18_53_M
B3_B000806_B008540_S27.mm10-plus-6-0,B3_B000806,mesenchymal stem cell of adipose,18_46_F
B4_B000477_B008543_S28.mm10-plus-6-0,B4_B000477,mesenchymal stem cell of adipose,18_53_M
B4_B000806_B008540_S28.mm10-plus-6-0,B4_B000806,mesenchymal stem cell of adipose,18_46_F
B5_B000477_B008543_S29.mm10-plus-6-0,B5_B000477,mesenchymal stem cell of adipose,18_53_M
B5_B000806_B008540_S29.mm10-plus-6-0,B5_B000806,mesenchymal stem cell of adipose,18_46_F
B6_B000477_B008543_S30.mm10-plus-6-0,B6_B000477,mesenchymal stem cell of adipose,18_53_M
B6_B000806_B008540_S30.mm10-plus-6-0,B6_B000806,mesenchymal stem cell of adipose,18_46_F
B7_B000477_B008543_S31.mm10-plus-6-0,B7_B000477,mesenchymal stem cell of adipose,18_53_M
B7_B000806_B008540_S31.mm10-plus-6-0,B7_B000806,mesenchymal stem cell of adipose,18_46_F
B8_B000477_B008543_S32.mm10-plus-6-0,B8_B000477,mesenchymal stem cell of adipose,18_53_M
B8_B000806_B008540_S32.mm10-plus-6-0,B8_B000806,mesenchymal stem cell of adipose,18_46_F
B9_B000477_B008543_S33.mm10-plus-6-0,B9_B000477,"CD8-positive, alpha-beta T cell",18_53_M
B9_B000806_B008540_S33.mm10-plus-6-0,B9_B000806,"CD8-positive, alpha-beta T cell",18_46_F
C10_B000477_B008543_S58.mm10-plus-6-0,C10_B000477,B cell,18_53_M
C10_B000806_B008540_S58.mm10-plus-6-0,C10_B000806,macrophage,18_46_F
C11_B000477_B008543_S59.mm10-plus-6-0,C11_B000477,B cell,18_53_M
C12_B000477_B008543_S60.mm10-plus-6-0,C12_B000477,B cell,18_53_M
C12_B000806_B008540_S60.mm10-plus-6-0,C12_B000806,macrophage,18_46_F
C13_B000806_B008540_S61.mm10-plus-6-0,C13_B000806,macrophage,18_46_F
C14_B000477_B008543_S62.mm10-plus-6-0,C14_B000477,B cell,18_53_M
C15_B000477_B008543_S63.mm10-plus-6-0,C15_B000477,myeloid cell,18_53_M
C15_B000806_B008540_S63.mm10-plus-6-0,C15_B000806,"CD8-positive, alpha-beta T cell",18_46_F
C16_B000477_B008543_S64.mm10-plus-6-0,C16_B000477,"CD4-positive, alpha-beta T cell",18_53_M
C17_B000477_B008543_S65.mm10-plus-6-0,C17_B000477,endothelial cell,18_53_M
C18_B000477_B008543_S66.mm10-plus-6-0,C18_B000477,endothelial cell,18_53_M
C19_B000477_B008543_S67.mm10-plus-6-0,C19_B000477,endothelial cell,18_53_M
C19_B000806_B008540_S67.mm10-plus-6-0,C19_B000806,mesenchymal stem cell of adipose,18_46_F
C1_B000477_B008543_S49.mm10-plus-6-0,C1_B000477,mesenchymal stem cell of adipose,18_53_M
C1_B000806_B008540_S49.mm10-plus-6-0,C1_B000806,mesenchymal stem cell of adipose,18_46_F
C2_B000477_B008543_S50.mm10-plus-6-0,C2_B000477,mesenchymal stem cell of adipose,18_53_M
C3_B000477_B008543_S51.mm10-plus-6-0,C3_B000477,mesenchymal stem cell of adipose,18_53_M
C3_B000806_B008540_S51.mm10-plus-6-0,C3_B000806,mesenchymal stem cell of adipose,18_46_F
C4_B000477_B008543_S52.mm10-plus-6-0,C4_B000477,mesenchymal stem cell of adipose,18_53_M
C4_B000806_B008540_S52.mm10-plus-6-0,C4_B000806,mesenchymal stem cell of adipose,18_46_F
C5_B000477_B008543_S53.mm10-plus-6-0,C5_B000477,mesenchymal stem cell of adipose,18_53_M
C5_B000806_B008540_S53.mm10-plus-6-0,C5_B000806,mesenchymal stem cell of adipose,18_46_F
C6_B000477_B008543_S54.mm10-plus-6-0,C6_B000477,mesenchymal stem cell of adipose,18_53_M
C6_B000806_B008540_S54.mm10-plus-6-0,C6_B000806,mesenchymal stem cell of adipose,18_46_F
C7_B000477_B008543_S55.mm10-plus-6-0,C7_B000477,mesenchymal stem cell of adipose,18_53_M
C7_B000806_B008540_S55.mm10-plus-6-0,C7_B000806,mesenchymal stem cell of adipose,18_46_F
C8_B000477_B008543_S56.mm10-plus-6-0,C8_B000477,mesenchymal stem cell of adipose,18_53_M
C8_B000806_B008540_S56.mm10-plus-6-0,C8_B000806,mesenchymal stem cell of adipose,18_46_F
C9_B000477_B008543_S57.mm10-plus-6-0,C9_B000477,B cell,18_53_M
D10_B000477_B008543_S82.mm10-plus-6-0,D10_B000477,macrophage,18_53_M
D10_B000806_B008540_S82.mm10-plus-6-0,D10_B000806,B cell,18_46_F
D11_B000477_B008543_S83.mm10-plus-6-0,D11_B000477,B cell,18_53_M
D11_B000806_B008540_S83.mm10-plus-6-0,D11_B000806,"CD8-positive, alpha-beta T cell",18_46_F
D12_B000477_B008543_S84.mm10-plus-6-0,D12_B000477,"CD8-positive, alpha-beta T cell",18_53_M
D12_B000806_B008540_S84.mm10-plus-6-0,D12_B000806,"CD8-positive, alpha-beta T cell",18_46_F
D13_B000477_B008543_S85.mm10-plus-6-0,D13_B000477,myeloid cell,18_53_M
D14_B000477_B008543_S86.mm10-plus-6-0,D14_B000477,"CD8-positive, alpha-beta T cell",18_53_M
D14_B000806_B008540_S86.mm10-plus-6-0,D14_B000806,"CD4-positive, alpha-beta T cell",18_46_F
D15_B000477_B008543_S87.mm10-plus-6-0,D15_B000477,B cell,18_53_M
D15_B000806_B008540_S87.mm10-plus-6-0,D15_B000806,B cell,18_46_F
D16_B000477_B008543_S88.mm10-plus-6-0,D16_B000477,B cell,18_53_M
D17_B000477_B008543_S89.mm10-plus-6-0,D17_B000477,endothelial cell,18_53_M
D1_B000477_B008543_S73.mm10-plus-6-0,D1_B000477,mesenchymal stem cell of adipose,18_53_M
D1_B000806_B008540_S73.mm10-plus-6-0,D1_B000806,mesenchymal stem cell of adipose,18_46_F
D22_B000477_B008543_S94.mm10-plus-6-0,D22_B000477,mesenchymal stem cell of adipose,18_53_M
D2_B000477_B008543_S74.mm10-plus-6-0,D2_B000477,mesenchymal stem cell of adipose,18_53_M
D2_B000806_B008540_S74.mm10-plus-6-0,D2_B000806,mesenchymal stem cell of adipose,18_46_F
D3_B000477_B008543_S75.mm10-plus-6-0,D3_B000477,mesenchymal stem cell of adipose,18_53_M
D3_B000806_B008540_S75.mm10-plus-6-0,D3_B000806,mesenchymal stem cell of adipose,18_46_F
D4_B000806_B008540_S76.mm10-plus-6-0,D4_B000806,mesenchymal stem cell of adipose,18_46_F
D5_B000477_B008543_S77.mm10-plus-6-0,D5_B000477,mesenchymal stem cell of adipose,18_53_M
D5_B000806_B008540_S77.mm10-plus-6-0,D5_B000806,mesenchymal stem cell of adipose,18_46_F
D6_B000806_B008540_S78.mm10-plus-6-0,D6_B000806,mesenchymal stem cell of adipose,18_46_F
D7_B000477_B008543_S79.mm10-plus-6-0,D7_B000477,mesenchymal stem cell of adipose,18_53_M
D7_B000806_B008540_S79.mm10-plus-6-0,D7_B000806,mesenchymal stem cell of adipose,18_46_F
D8_B000477_B008543_S80.mm10-plus-6-0,D8_B000477,mesenchymal stem cell of adipose,18_53_M
D8_B000806_B008540_S80.mm10-plus-6-0,D8_B000806,mesenchymal stem cell of adipose,18_46_F
D9_B000477_B008543_S81.mm10-plus-6-0,D9_B000477,"CD8-positive, alpha-beta T cell",18_53_M
D9_B000806_B008540_S81.mm10-plus-6-0,D9_B000806,"CD8-positive, alpha-beta T cell",18_46_F
E10_B000477_B008543_S106.mm10-plus-6-0,E10_B000477,"CD8-positive, alpha-beta T cell",18_53_M
E10_B000806_B008540_S106.mm10-plus-6-0,E10_B000806,macrophage,18_46_F
E11_B000477_B008543_S107.mm10-plus-6-0,E11_B000477,"CD8-positive, alpha-beta T cell",18_53_M
E11_B000806_B008540_S107.mm10-plus-6-0,E11_B000806,macrophage,18_46_F
E12_B000477_B008543_S108.mm10-plus-6-0,E12_B000477,myeloid cell,18_53_M
E13_B000477_B008543_S109.mm10-plus-6-0,E13_B000477,myeloid cell,18_53_M
E13_B000806_B008540_S109.mm10-plus-6-0,E13_B000806,B cell,18_46_F
E14_B000477_B008543_S110.mm10-plus-6-0,E14_B000477,myeloid cell,18_53_M
E14_B000806_B008540_S110.mm10-plus-6-0,E14_B000806,myeloid cell,18_46_F
E15_B000477_B008543_S111.mm10-plus-6-0,E15_B000477,myeloid cell,18_53_M
E15_B000806_B008540_S111.mm10-plus-6-0,E15_B000806,"CD8-positive, alpha-beta T cell",18_46_F
E16_B000477_B008543_S112.mm10-plus-6-0,E16_B000477,"CD8-positive, alpha-beta T cell",18_53_M
E1_B000477_B008543_S97.mm10-plus-6-0,E1_B000477,mesenchymal stem cell of adipose,18_53_M
E1_B000806_B008540_S97.mm10-plus-6-0,E1_B000806,mesenchymal stem cell of adipose,18_46_F
E20_B000806_B008540_S116.mm10-plus-6-0,E20_B000806,endothelial cell,18_46_F
E22_B000806_B008540_S118.mm10-plus-6-0,E22_B000806,endothelial cell,18_46_F
E2_B000477_B008543_S98.mm10-plus-6-0,E2_B000477,mesenchymal stem cell of adipose,18_53_M
E2_B000806_B008540_S98.mm10-plus-6-0,E2_B000806,mesenchymal stem cell of adipose,18_46_F
E3_B000477_B008543_S99.mm10-plus-6-0,E3_B000477,mesenchymal stem cell of adipose,18_53_M
E3_B000806_B008540_S99.mm10-plus-6-0,E3_B000806,mesenchymal stem cell of adipose,18_46_F
E4_B000477_B008543_S100.mm10-plus-6-0,E4_B000477,mesenchymal stem cell of adipose,18_53_M
E4_B000806_B008540_S100.mm10-plus-6-0,E4_B000806,mesenchymal stem cell of adipose,18_46_F
E5_B000477_B008543_S101.mm10-plus-6-0,E5_B000477,mesenchymal stem cell of adipose,18_53_M
E5_B000806_B008540_S101.mm10-plus-6-0,E5_B000806,mesenchymal stem cell of adipose,18_46_F
E6_B000477_B008543_S102.mm10-plus-6-0,E6_B000477,mesenchymal stem cell of adipose,18_53_M
E6_B000806_B008540_S102.mm10-plus-6-0,E6_B000806,mesenchymal stem cell of adipose,18_46_F
E7_B000806_B008540_S103.mm10-plus-6-0,E7_B000806,mesenchymal stem cell of adipose,18_46_F
E8_B000477_B008543_S104.mm10-plus-6-0,E8_B000477,mesenchymal stem cell of adipose,18_53_M
E8_B000806_B008540_S104.mm10-plus-6-0,E8_B000806,mesenchymal stem cell of adipose,18_46_F
E9_B000806_B008540_S105.mm10-plus-6-0,E9_B000806,B cell,18_46_F
F10_B000477_B008543_S130.mm10-plus-6-0,F10_B000477,B cell,18_53_M
F10_B000806_B008540_S130.mm10-plus-6-0,F10_B000806,"CD4-positive, alpha-beta T cell",18_46_F
F11_B000477_B008543_S131.mm10-plus-6-0,F11_B000477,"CD8-positive, alpha-beta T cell",18_53_M
F11_B000806_B008540_S131.mm10-plus-6-0,F11_B000806,B cell,18_46_F
F12_B000477_B008543_S132.mm10-plus-6-0,F12_B000477,"CD8-positive, alpha-beta T cell",18_53_M
F12_B000806_B008540_S132.mm10-plus-6-0,F12_B000806,B cell,18_46_F
F13_B000477_B008543_S133.mm10-plus-6-0,F13_B000477,B cell,18_53_M
F13_B000806_B008540_S133.mm10-plus-6-0,F13_B000806,"CD8-positive, alpha-beta T cell",18_46_F
F14_B000477_B008543_S134.mm10-plus-6-0,F14_B000477,myeloid cell,18_53_M
F14_B000806_B008540_S134.mm10-plus-6-0,F14_B000806,"CD4-positive, alpha-beta T cell",18_46_F
F15_B000477_B008543_S135.mm10-plus-6-0,F15_B000477,B cell,18_53_M
F15_B000806_B008540_S135.mm10-plus-6-0,F15_B000806,macrophage,18_46_F
F16_B000477_B008543_S136.mm10-plus-6-0,F16_B000477,"CD8-positive, alpha-beta T cell",18_53_M
F16_B000806_B008540_S136.mm10-plus-6-0,F16_B000806,"CD8-positive, alpha-beta T cell",18_46_F
F17_B000806_B008540_S137.mm10-plus-6-0,F17_B000806,mesenchymal stem cell of adipose,18_46_F
F18_B000477_B008543_S138.mm10-plus-6-0,F18_B000477,endothelial cell,18_53_M
F18_B000806_B008540_S138.mm10-plus-6-0,F18_B000806,mesenchymal stem cell of adipose,18_46_F
F1_B000477_B008543_S121.mm10-plus-6-0,F1_B000477,mesenchymal stem cell of adipose,18_53_M
F1_B000806_B008540_S121.mm10-plus-6-0,F1_B000806,mesenchymal stem cell of adipose,18_46_F
F2_B000477_B008543_S122.mm10-plus-6-0,F2_B000477,mesenchymal stem cell of adipose,18_53_M
F2_B000806_B008540_S122.mm10-plus-6-0,F2_B000806,mesenchymal stem cell of adipose,18_46_F
F3_B000477_B008543_S123.mm10-plus-6-0,F3_B000477,mesenchymal stem cell of adipose,18_53_M
F3_B000806_B008540_S123.mm10-plus-6-0,F3_B000806,mesenchymal stem cell of adipose,18_46_F
F4_B000477_B008543_S124.mm10-plus-6-0,F4_B000477,mesenchymal stem cell of adipose,18_53_M
F4_B000806_B008540_S124.mm10-plus-6-0,F4_B000806,mesenchymal stem cell of adipose,18_46_F
F5_B000806_B008540_S125.mm10-plus-6-0,F5_B000806,mesenchymal stem cell of adipose,18_46_F
F6_B000477_B008543_S126.mm10-plus-6-0,F6_B000477,mesenchymal stem cell of adipose,18_53_M
F6_B000806_B008540_S126.mm10-plus-6-0,F6_B000806,mesenchymal stem cell of adipose,18_46_F
F7_B000477_B008543_S127.mm10-plus-6-0,F7_B000477,mesenchymal stem cell of adipose,18_53_M
F7_B000806_B008540_S127.mm10-plus-6-0,F7_B000806,mesenchymal stem cell of adipose,18_46_F
F8_B000477_B008543_S128.mm10-plus-6-0,F8_B000477,mesenchymal stem cell of adipose,18_53_M
F8_B000806_B008540_S128.mm10-plus-6-0,F8_B000806,mesenchymal stem cell of adipose,18_46_F
F9_B000477_B008543_S129.mm10-plus-6-0,F9_B000477,NK cell,18_53_M
G10_B000477_B008543_S154.mm10-plus-6-0,G10_B000477,B cell,18_53_M
G10_B000806_B008540_S154.mm10-plus-6-0,G10_B000806,"CD4-positive, alpha-beta T cell",18_46_F
G11_B000477_B008543_S155.mm10-plus-6-0,G11_B000477,T cell,18_53_M
G11_B000806_B008540_S155.mm10-plus-6-0,G11_B000806,B cell,18_46_F
G13_B000806_B008540_S157.mm10-plus-6-0,G13_B000806,macrophage,18_46_F
G14_B000477_B008543_S158.mm10-plus-6-0,G14_B000477,"CD8-positive, alpha-beta T cell",18_53_M
G14_B000806_B008540_S158.mm10-plus-6-0,G14_B000806,macrophage,18_46_F
G15_B000477_B008543_S159.mm10-plus-6-0,G15_B000477,myeloid cell,18_53_M
G16_B000477_B008543_S160.mm10-plus-6-0,G16_B000477,macrophage,18_53_M
G16_B000806_B008540_S160.mm10-plus-6-0,G16_B000806,myeloid cell,18_46_F
G17_B000477_B008543_S161.mm10-plus-6-0,G17_B000477,endothelial cell,18_53_M
G19_B000806_B008540_S163.mm10-plus-6-0,G19_B000806,mesenchymal stem cell of adipose,18_46_F
G1_B000477_B008543_S145.mm10-plus-6-0,G1_B000477,mesenchymal stem cell of adipose,18_53_M
G1_B000806_B008540_S145.mm10-plus-6-0,G1_B000806,mesenchymal stem cell of adipose,18_46_F
G2_B000477_B008543_S146.mm10-plus-6-0,G2_B000477,mesenchymal stem cell of adipose,18_53_M
G2_B000806_B008540_S146.mm10-plus-6-0,G2_B000806,mesenchymal stem cell of adipose,18_46_F
G3_B000477_B008543_S147.mm10-plus-6-0,G3_B000477,mesenchymal stem cell of adipose,18_53_M
G3_B000806_B008540_S147.mm10-plus-6-0,G3_B000806,mesenchymal stem cell of adipose,18_46_F
G4_B000477_B008543_S148.mm10-plus-6-0,G4_B000477,mesenchymal stem cell of adipose,18_53_M
G4_B000806_B008540_S148.mm10-plus-6-0,G4_B000806,mesenchymal stem cell of adipose,18_46_F
G5_B000477_B008543_S149.mm10-plus-6-0,G5_B000477,mesenchymal stem cell of adipose,18_53_M
G5_B000806_B008540_S149.mm10-plus-6-0,G5_B000806,mesenchymal stem cell of adipose,18_46_F
G6_B000806_B008540_S150.mm10-plus-6-0,G6_B000806,mesenchymal stem cell of adipose,18_46_F
G7_B000477_B008543_S151.mm10-plus-6-0,G7_B000477,mesenchymal stem cell of adipose,18_53_M
G7_B000806_B008540_S151.mm10-plus-6-0,G7_B000806,mesenchymal stem cell of adipose,18_46_F
G8_B000477_B008543_S152.mm10-plus-6-0,G8_B000477,mesenchymal stem cell of adipose,18_53_M
G8_B000806_B008540_S152.mm10-plus-6-0,G8_B000806,mesenchymal stem cell of adipose,18_46_F
G9_B000477_B008543_S153.mm10-plus-6-0,G9_B000477,myeloid cell,18_53_M
G9_B000806_B008540_S153.mm10-plus-6-0,G9_B000806,B cell,18_46_F
H10_B000477_B008543_S178.mm10-plus-6-0,H10_B000477,B cell,18_53_M
H10_B000806_B008540_S178.mm10-plus-6-0,H10_B000806,"CD4-positive, alpha-beta T cell",18_46_F
H11_B000477_B008543_S179.mm10-plus-6-0,H11_B000477,myeloid cell,18_53_M
H12_B000477_B008543_S180.mm10-plus-6-0,H12_B000477,"CD4-positive, alpha-beta T cell",18_53_M
H12_B000806_B008540_S180.mm10-plus-6-0,H12_B000806,myeloid cell,18_46_F
H13_B000477_B008543_S181.mm10-plus-6-0,H13_B000477,"CD8-positive, alpha-beta T cell",18_53_M
H13_B000806_B008540_S181.mm10-plus-6-0,H13_B000806,B cell,18_46_F
H14_B000477_B008543_S182.mm10-plus-6-0,H14_B000477,"CD8-positive, alpha-beta T cell",18_53_M
H14_B000806_B008540_S182.mm10-plus-6-0,H14_B000806,B cell,18_46_F
H15_B000477_B008543_S183.mm10-plus-6-0,H15_B000477,myeloid cell,18_53_M
H15_B000806_B008540_S183.mm10-plus-6-0,H15_B000806,"CD4-positive, alpha-beta T cell",18_46_F
H16_B000477_B008543_S184.mm10-plus-6-0,H16_B000477,"CD8-positive, alpha-beta T cell",18_53_M
H16_B000806_B008540_S184.mm10-plus-6-0,H16_B000806,"CD4-positive, alpha-beta T cell",18_46_F
H18_B000477_B008543_S186.mm10-plus-6-0,H18_B000477,endothelial cell,18_53_M
H19_B000806_B008540_S187.mm10-plus-6-0,H19_B000806,endothelial cell,18_46_F
H1_B000477_B008543_S169.mm10-plus-6-0,H1_B000477,mesenchymal stem cell of adipose,18_53_M
H1_B000806_B008540_S169.mm10-plus-6-0,H1_B000806,mesenchymal stem cell of adipose,18_46_F
H21_B000806_B008540_S189.mm10-plus-6-0,H21_B000806,mesenchymal stem cell of adipose,18_46_F
H22_B000477_B008543_S190.mm10-plus-6-0,H22_B000477,endothelial cell,18_53_M
H2_B000477_B008543_S170.mm10-plus-6-0,H2_B000477,mesenchymal stem cell of adipose,18_53_M
H2_B000806_B008540_S170.mm10-plus-6-0,H2_B000806,mesenchymal stem cell of adipose,18_46_F
H3_B000477_B008543_S171.mm10-plus-6-0,H3_B000477,mesenchymal stem cell of adipose,18_53_M
H3_B000806_B008540_S171.mm10-plus-6-0,H3_B000806,mesenchymal stem cell of adipose,18_46_F
H4_B000477_B008543_S172.mm10-plus-6-0,H4_B000477,mesenchymal stem cell of adipose,18_53_M
H4_B000806_B008540_S172.mm10-plus-6-0,H4_B000806,mesenchymal stem cell of adipose,18_46_F
H5_B000477_B008543_S173.mm10-plus-6-0,H5_B000477,mesenchymal stem cell of adipose,18_53_M
H5_B000806_B008540_S173.mm10-plus-6-0,H5_B000806,mesenchymal stem cell of adipose,18_46_F
H6_B000477_B008543_S174.mm10-plus-6-0,H6_B000477,mesenchymal stem cell of adipose,18_53_M
H6_B000806_B008540_S174.mm10-plus-6-0,H6_B000806,mesenchymal stem cell of adipose,18_46_F
H7_B000477_B008543_S175.mm10-plus-6-0,H7_B000477,mesenchymal stem cell of adipose,18_53_M
H8_B000477_B008543_S176.mm10-plus-6-0,H8_B000477,mesenchymal stem cell of adipose,18_53_M
H8_B000806_B008540_S176.mm10-plus-6-0,H8_B000806,mesenchymal stem cell of adipose,18_46_F
H9_B000477_B008543_S177.mm10-plus-6-0,H9_B000477,macrophage,18_53_M
H9_B000806_B008540_S177.mm10-plus-6-0,H9_B000806,B cell,18_46_F
I10_B000477_B008543_S202.mm10-plus-6-0,I10_B000477,myeloid cell,18_53_M
I10_B000806_B008540_S202.mm10-plus-6-0,I10_B000806,B cell,18_46_F
I11_B000806_B008540_S203.mm10-plus-6-0,I11_B000806,"CD4-positive, alpha-beta T cell",18_46_F
I12_B000477_B008543_S204.mm10-plus-6-0,I12_B000477,macrophage,18_53_M
I12_B000806_B008540_S204.mm10-plus-6-0,I12_B000806,"CD4-positive, alpha-beta T cell",18_46_F
I13_B000477_B008543_S205.mm10-plus-6-0,I13_B000477,B cell,18_53_M
I13_B000806_B008540_S205.mm10-plus-6-0,I13_B000806,"CD4-positive, alpha-beta T cell",18_46_F
I14_B000477_B008543_S206.mm10-plus-6-0,I14_B000477,"CD8-positive, alpha-beta T cell",18_53_M
I14_B000806_B008540_S206.mm10-plus-6-0,I14_B000806,B cell,18_46_F
I15_B000477_B008543_S207.mm10-plus-6-0,I15_B000477,"CD8-positive, alpha-beta T cell",18_53_M
I16_B000477_B008543_S208.mm10-plus-6-0,I16_B000477,myeloid cell,18_53_M
I16_B000806_B008540_S208.mm10-plus-6-0,I16_B000806,"CD8-positive, alpha-beta T cell",18_46_F
I17_B000477_B008543_S209.mm10-plus-6-0,I17_B000477,endothelial cell,18_53_M
I1_B000477_B008543_S193.mm10-plus-6-0,I1_B000477,mesenchymal stem cell of adipose,18_53_M
I1_B000806_B008540_S193.mm10-plus-6-0,I1_B000806,mesenchymal stem cell of adipose,18_46_F
I2_B000477_B008543_S194.mm10-plus-6-0,I2_B000477,mesenchymal stem cell of adipose,18_53_M
I2_B000806_B008540_S194.mm10-plus-6-0,I2_B000806,mesenchymal stem cell of adipose,18_46_F
I3_B000477_B008543_S195.mm10-plus-6-0,I3_B000477,mesenchymal stem cell of adipose,18_53_M
I3_B000806_B008540_S195.mm10-plus-6-0,I3_B000806,mesenchymal stem cell of adipose,18_46_F
I4_B000806_B008540_S196.mm10-plus-6-0,I4_B000806,mesenchymal stem cell of adipose,18_46_F
I5_B000477_B008543_S197.mm10-plus-6-0,I5_B000477,mesenchymal stem cell of adipose,18_53_M
I5_B000806_B008540_S197.mm10-plus-6-0,I5_B000806,mesenchymal stem cell of adipose,18_46_F
I6_B000477_B008543_S198.mm10-plus-6-0,I6_B000477,mesenchymal stem cell of adipose,18_53_M
I6_B000806_B008540_S198.mm10-plus-6-0,I6_B000806,mesenchymal stem cell of adipose,18_46_F
I7_B000477_B008543_S199.mm10-plus-6-0,I7_B000477,mesenchymal stem cell of adipose,18_53_M
I8_B000477_B008543_S200.mm10-plus-6-0,I8_B000477,mesenchymal stem cell of adipose,18_53_M
I8_B000806_B008540_S200.mm10-plus-6-0,I8_B000806,mesenchymal stem cell of adipose,18_46_F
I9_B000477_B008543_S201.mm10-plus-6-0,I9_B000477,"CD4-positive, alpha-beta T cell",18_53_M
I9_B000806_B008540_S201.mm10-plus-6-0,I9_B000806,macrophage,18_46_F
J10_B000477_B008543_S226.mm10-plus-6-0,J10_B000477,myeloid cell,18_53_M
J11_B000806_B008540_S227.mm10-plus-6-0,J11_B000806,myeloid cell,18_46_F
J12_B000477_B008543_S228.mm10-plus-6-0,J12_B000477,B cell,18_53_M
J12_B000806_B008540_S228.mm10-plus-6-0,J12_B000806,B cell,18_46_F
J13_B000477_B008543_S229.mm10-plus-6-0,J13_B000477,B cell,18_53_M
J13_B000806_B008540_S229.mm10-plus-6-0,J13_B000806,"CD4-positive, alpha-beta T cell",18_46_F
J14_B000477_B008543_S230.mm10-plus-6-0,J14_B000477,T cell,18_53_M
J14_B000806_B008540_S230.mm10-plus-6-0,J14_B000806,myeloid cell,18_46_F
J15_B000477_B008543_S231.mm10-plus-6-0,J15_B000477,myeloid cell,18_53_M
J17_B000477_B008543_S233.mm10-plus-6-0,J17_B000477,endothelial cell,18_53_M
J1_B000477_B008543_S217.mm10-plus-6-0,J1_B000477,mesenchymal stem cell of adipose,18_53_M
J1_B000806_B008540_S217.mm10-plus-6-0,J1_B000806,mesenchymal stem cell of adipose,18_46_F
J20_B000806_B008540_S236.mm10-plus-6-0,J20_B000806,endothelial cell,18_46_F
J2_B000477_B008543_S218.mm10-plus-6-0,J2_B000477,mesenchymal stem cell of adipose,18_53_M
J2_B000806_B008540_S218.mm10-plus-6-0,J2_B000806,mesenchymal stem cell of adipose,18_46_F
J3_B000477_B008543_S219.mm10-plus-6-0,J3_B000477,mesenchymal stem cell of adipose,18_53_M
